% Powerflow result exported at 2025-04-29 08:06:57
% BENCHMARK MODEL BASED ON SHANDONG POWER GRID
% SHANDONG UNIVERSITY, LI CHANGGANG
% Bus
BUS,NAME,VBASE/KV,VOLTAGE/PU,ANGLE/DEG,VOLTAGE/KV,ANGLE/RAD
38,"鲁鲁中",39,"鲁莱厂","2",-748.649718,-10.285779,750.000000,-6.153080,0.824912,0.824805
38,"鲁鲁中",55,"鲁沂南","1",-417.211085,-96.792318,417.969445,0.734366,0.471876,0.457487
38,"鲁鲁中",67,"鲁临朐","1",148.638414,-93.933942,-148.524091,30.617808,0.193725,0.166551
40,"鲁润泽",41,"鲁文亭","1",315.051240,7.908670,-314.788334,-69.677730,0.346759,0.355853
40,"鲁润泽",41,"鲁文亭","2",315.051240,7.908670,-314.788334,-69.677730,0.346759,0.355853
41,"鲁文亭",42,"鲁金乡","1",-219.423332,-64.244540,219.650560,-1.515151,0.252352,0.241697
42,"鲁金乡",43,"鲁嘉祥","1",-249.283143,-36.642631,249.395439,-7.841139,0.277245,0.274273
42,"鲁金乡",44,"鲁汶上","1",41.387070,-56.078162,-41.378948,-26.424207,0.076691,0.053973
43,"鲁嘉祥",44,"鲁汶上","1",374.604561,-52.408614,-374.138982,12.077695,0.415779,0.411514
44,"鲁汶上",45,"鲁运河","1",-329.901876,8.297495,330.000000,-22.989795,0.362783,0.363626
44,"鲁汶上",45,"鲁运河","2",-329.901876,8.297495,330.000000,-22.989795,0.362783,0.363626
46,"鲁峄城",53,"鲁兰陵","1",-237.771312,-10.217610,237.925161,-58.380815,0.261209,0.269113
46,"鲁峄城",53,"鲁兰陵","2",-237.771312,-10.217610,237.925161,-58.380815,0.261209,0.269113
49,"鲁高乡",50,"鲁日照","1",-27.720947,26.793031,27.725535,-69.141645,0.042267,0.081796
49,"鲁高乡",50,"鲁日照","2",-27.720947,26.793031,27.725535,-69.141645,0.042267,0.081796
49,"鲁高乡",51,"鲁巨峰","1",-41.562393,5.571065,41.571417,-78.091962,0.045974,0.097209
49,"鲁高乡",51,"鲁巨峰","2",-41.562393,5.571065,41.571417,-78.091962,0.045974,0.097209
50,"鲁日照",54,"鲁沂蒙","1",339.109652,-93.525100,-338.256696,-32.313036,0.386252,0.372919
50,"鲁日照",55,"鲁沂南","1",-296.648692,-61.882509,297.080251,-18.100669,0.332739,0.325771
50,"鲁日照",69,"鲁琅琊","1",-37.456150,-38.486421,37.467335,-55.421728,0.058969,0.073492
50,"鲁日照",69,"鲁琅琊","2",-37.055880,-39.080317,37.066942,-55.831863,0.059135,0.073621
51,"鲁巨峰",52,"鲁莒南","1",272.828583,-60.834330,-272.640900,-1.417854,0.307149,0.299279
51,"鲁巨峰",52,"鲁莒南","2",272.828583,-60.834330,-272.640900,-1.417854,0.307149,0.299279
52,"鲁莒南",53,"鲁兰陵","1",351.165591,-47.151303,-350.735565,-34.704602,0.388929,0.387164
52,"鲁莒南",53,"鲁兰陵","2",351.165591,-47.151303,-350.735565,-34.704602,0.388929,0.387164
52,"鲁莒南",55,"鲁沂南","1",-500.074691,-50.730844,500.897059,-18.207774,0.551743,0.548617
52,"鲁莒南",55,"鲁沂南","2",-500.074691,-50.730844,500.897059,-18.207774,0.551743,0.548617
53,"鲁兰陵",54,"鲁沂蒙","1",-113.189597,-50.788840,113.231939,-36.107739,0.136282,0.130435
53,"鲁兰陵",54,"鲁沂蒙","2",-113.189597,-50.788840,113.231939,-36.107739,0.136282,0.130435
54,"鲁沂蒙",55,"鲁沂南","1",-748.271405,-10.612111,750.840959,-30.751397,0.821293,0.822518
54,"鲁沂蒙",56,"鲁蒙抽","1",-599.167078,50.560948,600.000000,-73.510271,0.659909,0.663836
54,"鲁沂蒙",56,"鲁蒙抽","2",-599.167078,50.560948,600.000000,-73.510271,0.659909,0.663836
55,"鲁沂南",68,"鲁密州","1",325.527328,-53.068399,-324.947990,-77.710658,0.361008,0.366916
59,"鲁昌乐",66,"鲁乔官","1",592.954784,-58.025691,-592.707573,45.950834,0.654388,0.652725
59,"鲁昌乐",66,"鲁乔官","2",592.954784,-58.025691,-592.707573,45.950834,0.654388,0.652725
59,"鲁昌乐",67,"鲁临朐","1",132.438131,-47.805355,-132.348406,-26.897104,0.154651,0.148327
59,"鲁昌乐",67,"鲁临朐","2",132.438131,-47.805355,-132.348406,-26.897104,0.154651,0.148327
59,"鲁昌乐",68,"鲁密州","1",-9.535059,-31.651824,9.535276,-26.120809,0.036308,0.030537
59,"鲁昌乐",68,"鲁密州","2",-9.535059,-31.651824,9.535276,-26.120809,0.036308,0.030537
59,"鲁昌乐",82,"鲁官亭","1",23.478290,-33.879568,-23.477025,-23.871581,0.045274,0.036768
59,"鲁昌乐",82,"鲁官亭","2",23.478290,-33.879568,-23.477025,-23.871581,0.045274,0.036768
60,"鲁潍坊",62,"鲁临淄","1",-83.656104,-48.662660,83.697574,-54.622220,0.106579,0.110039
60,"鲁潍坊",64,"鲁益都","2",9.065723,-50.292275,-9.064291,-20.991898,0.056277,0.025157
60,"鲁潍坊",66,"鲁乔官","1",-142.941444,-76.993238,143.020194,-19.187656,0.178797,0.158438
60,"鲁潍坊",76,"鲁大泽","1",-381.022104,-26.357624,382.027462,-39.503863,0.420604,0.422007
60,"鲁潍坊",82,"鲁官亭","1",-247.746071,-68.094203,247.963213,-19.166731,0.282949,0.273111
61,"鲁广固",62,"鲁临淄","1",483.874633,90.516899,-483.704065,-104.164651,0.541021,0.544770
61,"鲁广固",62,"鲁临淄","2",483.874633,90.516899,-483.704065,-104.164651,0.541021,0.544770
61,"鲁广固",63,"鲁淄博","1",607.385367,48.043085,-606.599566,-85.297931,0.669624,0.676258
61,"鲁广固",64,"鲁益都","1",780.255473,12.871499,-779.707694,-23.813371,0.857646,0.858242
61,"鲁广固",64,"鲁益都","2",780.255473,12.871499,-779.707694,-23.813371,0.857646,0.858242
61,"鲁广固",64,"鲁益都","3",780.255473,12.871499,-779.707694,-23.813371,0.857646,0.858242
62,"鲁临淄",63,"鲁淄博","2",527.710557,-2.926012,-526.592492,-30.387566,0.581021,0.582311
64,"鲁益都",65,"鲁管仲","1",887.187374,-150.867988,-884.854242,140.289635,0.990105,0.982374
65,"鲁管仲",66,"鲁乔官","1",-448.625730,-20.904268,449.594951,-84.314012,0.492458,0.502245
67,"鲁临朐",68,"鲁密州","1",-121.679096,-35.223600,121.765133,-50.389820,0.139124,0.144718
68,"鲁密州",69,"鲁琅琊","1",-351.310138,-8.403693,351.619370,-51.042490,0.385914,0.390325
68,"鲁密州",69,"鲁琅琊","2",-377.177557,0.345789,377.765561,-70.806363,0.414211,0.422226
69,"鲁琅琊",81,"鲁胶东","1",-220.758746,-15.068085,220.904836,-29.125892,0.243082,0.244688
69,"鲁琅琊",81,"鲁胶东","2",-215.060463,-15.735904,215.203736,-29.639174,0.236889,0.238558
70,"鲁莱州",71,"鲁光州","1",750.000000,0.300077,-748.704124,-28.093396,0.824884,0.826044
70,"鲁莱州",71,"鲁光州","2",750.000000,0.300077,-748.704124,-28.093396,0.824884,0.826044
71,"鲁光州",72,"鲁栖霞","1",-543.753492,-14.112022,545.728516,-75.415754,0.599703,0.607041
71,"鲁光州",76,"鲁大泽","1",390.640622,-111.899139,-389.938805,53.788503,0.448012,0.432518
71,"鲁光州",92,"鲁寿光","1",210.760558,-74.351023,-210.424303,-42.784911,0.246404,0.236761
71,"鲁光州",92,"鲁寿光","2",210.760558,-74.351023,-210.424303,-42.784911,0.246404,0.236761
72,"鲁栖霞",73,"鲁牟平","1",-558.914225,40.413979,560.480822,-93.554513,0.617463,0.627275
72,"鲁栖霞",73,"鲁牟平","2",-558.914225,40.413979,560.480822,-93.554513,0.617463,0.627275
72,"鲁栖霞",77,"鲁莱阳","1",1047.099933,-25.751095,-1044.126725,14.946695,1.154125,1.152115
73,"鲁牟平",74,"鲁昆嵛","1",-1024.430822,37.054513,1029.746903,-39.719861,1.131610,1.134785
73,"鲁牟平",74,"鲁昆嵛","2",-1024.430822,37.054513,1029.746903,-39.719861,1.131610,1.134785
74,"鲁昆嵛",75,"鲁抽蓄","1",-836.296903,35.644202,837.000000,-40.406890,0.921753,0.922466
74,"鲁昆嵛",75,"鲁抽蓄","2",-836.296903,35.644202,837.000000,-40.406890,0.921753,0.922466
76,"鲁大泽",77,"鲁莱阳","1",16.672339,-7.820313,-16.646442,-101.319177,0.020235,0.113285
76,"鲁大泽",78,"鲁海阳","1",-131.841213,-84.177769,131.955780,-86.519403,0.171876,0.173257
76,"鲁大泽",78,"鲁海阳","2",-131.841213,-84.177769,131.955780,-86.519403,0.171876,0.173257
76,"鲁大泽",81,"鲁胶东","1",-631.478571,20.191211,632.920028,-58.809701,0.694218,0.698040
77,"鲁莱阳",78,"鲁海阳","1",-377.663442,-98.478977,378.018837,43.314178,0.430614,0.417788
77,"鲁莱阳",78,"鲁海阳","2",-377.663442,-98.478977,378.018837,43.314178,0.430614,0.417788
77,"鲁莱阳",80,"鲁崂山","1",-8.899950,-83.769565,8.911744,-2.809214,0.092944,0.010279
78,"鲁海阳",79,"鲁即墨","1",250.025383,-39.900515,-249.794484,-52.935334,0.278007,0.280786
78,"鲁海阳",79,"鲁即墨","2",250.025383,-39.900515,-249.794484,-52.935334,0.278007,0.280786
79,"鲁即墨",80,"鲁崂山","1",-24.855516,-7.214666,24.856694,-33.084261,0.028460,0.045524
79,"鲁即墨",80,"鲁崂山","2",-24.855516,-7.214666,24.856694,-33.084261,0.028460,0.045524
80,"鲁崂山",81,"鲁胶东","1",-622.083168,-11.097858,623.322994,-21.118131,0.684464,0.684900
80,"鲁崂山",81,"鲁胶东","2",-636.356697,-10.634445,637.613493,-20.056398,0.700155,0.700546
80,"鲁崂山",82,"鲁官亭","1",32.814733,-76.045640,-32.806071,-34.063374,0.091114,0.051934
81,"鲁胶东",82,"鲁官亭","1",519.302829,-49.426554,-518.603092,-3.826734,0.572854,0.569515
83,"冀黄骅",84,"鲁滨州","1",750.000000,-44.023501,-747.133831,-19.112017,0.825572,0.823291
83,"冀黄骅",84,"鲁滨州","2",750.000000,-44.023501,-747.133831,-19.112017,0.825572,0.823291
84,"鲁滨州",85,"鲁富国","1",221.314716,-4.339544,-221.194978,-55.977336,0.243841,0.251837
84,"鲁滨州",85,"鲁富国","2",221.314716,-4.339544,-221.194978,-55.977336,0.243841,0.251837
84,"鲁滨州",89,"鲁油城","1",-51.183744,-45.187173,51.195101,-27.729839,0.075211,0.064089
85,"鲁富国",86,"鲁海口","1",-123.810044,-6.845327,123.845064,-49.523556,0.136862,0.147333
86,"鲁海口",87,"鲁东电","1",-499.664932,-93.282698,500.000000,66.614094,0.561473,0.555485
86,"鲁海口",87,"鲁东电","2",-499.664932,-93.282698,500.000000,66.614094,0.561473,0.555485
86,"鲁海口",88,"鲁垦东","1",-13.907600,-71.105524,13.912047,13.966194,0.080032,0.021728
86,"鲁海口",88,"鲁垦东","2",-13.907600,-71.105524,13.912047,13.966194,0.080032,0.021728
88,"鲁垦东",89,"鲁油城","1",-207.820415,-45.865235,207.899460,1.661703,0.234577,0.228855
88,"鲁垦东",91,"鲁博厂","1",-243.303680,-74.167154,243.502729,-11.982871,0.280358,0.267912
89,"鲁油城",90,"鲁高青","1",308.626272,-57.782394,-308.291938,-31.421746,0.345627,0.341145
89,"鲁油城",91,"鲁博厂","1",-249.911285,-48.249715,250.069772,11.161244,0.280173,0.275078
89,"鲁油城",91,"鲁博厂","2",-249.911285,-48.249715,250.069772,11.161244,0.280173,0.275078
89,"鲁油城",92,"鲁寿光","1",-635.898264,45.349959,637.878341,-99.248817,0.701751,0.711787
90,"鲁高青",92,"鲁寿光","1",-491.868517,-33.424773,493.363237,-102.724891,0.542728,0.555649
92,"鲁寿光",93,"鲁寿电","1",-998.696486,-25.439357,1000.000000,20.955957,1.101520,1.100638
92,"鲁寿光",93,"鲁寿电","2",-998.696486,-25.439357,1000.000000,20.955957,1.101520,1.100638
% Transformer
IBUS,INAME,JBUS,JNAME,KBUS,KNAME,ID,PI/MW,QI/MVAR,PJ/MW,QJ/MVAR,PK/MW,QK/MVAR,KI/PU,KJ/PU,KK/PU
2,"鲁邹县",102,"鲁邹县G",0,"","1",-301.753218,145.056184,301.753218,-143.938451,0.000000,0.000000,1.000000,1.000000,0.000000
4,"冀邢台UH",104,"冀石家庄",0,"","1",-600.000000,203.085854,600.000000,-199.089487,0.000000,0.000000,1.000000,1.000000,0.000000
5,"豫驻马店",105,"国驻马G",0,"","1",-600.000000,-1075.537487,600.000000,1091.041196,0.000000,0.000000,1.000000,1.000000,0.000000
6,"鲁泉城特",12,"鲁泉城",0,"","1",-976.373001,-255.909413,976.547719,259.245068,0.000000,0.000000,1.000000,1.000000,0.000000
7,"鲁菏泽特",28,"鲁菏泽",0,"","1",-172.113790,-709.985560,172.286678,713.130193,0.000000,0.000000,1.000000,1.000000,0.000000
8,"鲁枣庄特",29,"鲁枣庄",0,"","1",-366.161026,-153.158626,366.336045,156.211629,0.000000,0.000000,1.000000,1.000000,0.000000
9,"鲁高乡特",49,"鲁高乡",0,"","1",-138.478604,66.245225,138.654685,-63.218937,0.000000,0.000000,1.000000,1.000000,0.000000
10,"鲁昌乐特",59,"鲁昌乐",0,"","1",2767.759313,-33.073654,-2767.583882,38.628531,0.000000,0.000000,1.000000,1.000000,0.000000
11,"冀辛安",111,"冀辛安G",0,"","1",-1500.000000,164.304122,1500.000000,-141.603606,0.000000,0.000000,1.000000,1.000000,0.000000
12,"鲁泉城",112,"鲁泉城G",0,"","1",-1500.000000,-64.974003,1500.000000,87.550654,0.000000,0.000000,1.000000,1.000000,0.000000
14,"鲁华德",114,"鲁华德G",0,"","1",-1500.000000,4.981610,1500.000000,17.521460,0.000000,0.000000,1.000000,1.000000,0.000000
22,"鲁聊厂",122,"鲁聊厂G",0,"","1",-1300.000000,-68.256035,1300.000000,85.228675,0.000000,0.000000,1.000000,1.000000,0.000000
28,"鲁菏泽",128,"国菏泽G",0,"","1",-1000.000000,-584.753489,1000.000000,598.333519,0.000000,0.000000,1.000000,1.000000,0.000000
29,"鲁枣庄",129,"国枣庄G",0,"","1",-1000.000000,12.923961,1000.000000,-2.923875,0.000000,0.000000,1.000000,1.000000,0.000000
39,"鲁莱厂",139,"鲁莱芜厂",0,"","1",-1500.000000,12.306159,1500.000000,10.194880,0.000000,0.000000,1.000000,1.000000,0.000000
40,"鲁润泽",140,"鲁润泽G",0,"","1",-1290.000000,-44.617560,1290.000000,61.296132,0.000000,0.000000,1.000000,1.000000,0.000000
43,"鲁嘉祥",143,"鲁嘉祥G",0,"","1",-660.000000,48.249753,660.000000,-43.874504,0.000000,0.000000,1.000000,1.000000,0.000000
45,"鲁运河",145,"鲁运河G",0,"","1",-660.000000,45.979590,660.000000,-41.606280,0.000000,0.000000,1.000000,1.000000,0.000000
56,"鲁蒙抽",156,"鲁蒙抽G",0,"","1",-1200.000000,147.020543,1200.000000,-132.445126,0.000000,0.000000,1.000000,1.000000,0.000000
70,"鲁莱州",170,"鲁莱州G",0,"","1",-1500.000000,-0.600153,1500.000000,23.105492,0.000000,0.000000,1.000000,1.000000,0.000000
75,"鲁抽蓄",175,"鲁抽蓄G",0,"","1",-1800.000000,-84.786220,1800.000000,117.323869,0.000000,0.000000,1.000000,1.000000,0.000000
78,"鲁海阳",178,"鲁海阳G",0,"","1",-1520.000000,166.211479,1520.000000,-142.903266,0.000000,0.000000,1.000000,1.000000,0.000000
83,"冀黄骅",183,"冀黄骅G",0,"","1",-1500.000000,88.047002,1500.000000,-65.504094,0.000000,0.000000,1.000000,1.000000,0.000000
87,"鲁东电",187,"鲁东电G",0,"","1",-1000.000000,-133.228189,1000.000000,143.433922,0.000000,0.000000,1.000000,1.000000,0.000000
91,"鲁博厂",191,"鲁博厂G",0,"","1",-1000.000000,78.190203,1000.000000,-68.143767,0.000000,0.000000,1.000000,1.000000,0.000000
93,"鲁寿电",193,"鲁寿电G",0,"","1",-2000.000000,-41.911914,2000.000000,81.979120,0.000000,0.000000,1.000000,1.000000,0.000000
94,"宁银川换",194,"宁银川G",0,"","1",-4000.000000,-2069.302645,4000.000000,2281.348138,0.000000,0.000000,1.000000,1.000000,0.000000
202,"蒙蒙东G",201,"蒙扎鲁特",0,"","1",4000.000000,303.227000,-4000.000000,179.531399,0.000000,0.000000,1.000000,1.000000,0.000000
202,"蒙蒙东G",201,"蒙扎鲁特",0,"","2",4000.000000,303.227000,-4000.000000,179.531399,0.000000,0.000000,1.000000,1.000000,0.000000
301,"蒙伊克昭",302,"蒙上海庙",0,"","1",-4000.000000,200.100252,4000.000000,282.290384,0.000000,0.000000,1.000000,1.000000,0.000000
302,"蒙上海庙",301,"蒙伊克昭",0,"","2",4000.000000,282.290384,-4000.000000,200.100252,0.000000,0.000000,1.000000,1.000000,0.000000
18,"鲁德州",311,"鲁德州发电",0,"","1",-1350.000000,-100.706015,1350.000000,119.072799,0.000000,0.000000,1.000000,1.000000,0.000000
90,"鲁高青",312,"鲁高青发电",0,"","1",-500.000000,-102.771454,500.000000,105.382509,0.000000,0.000000,1.000000,1.000000,0.000000
13,"鲁济南",313,"鲁济南发电",0,"","1",-1655.000000,-129.384796,1655.000000,157.021604,0.000000,0.000000,1.000000,1.000000,0.000000
51,"鲁巨峰",314,"鲁巨峰发电",0,"","1",-1200.000000,89.552583,1200.000000,-75.096189,0.000000,0.000000,1.000000,1.000000,0.000000
74,"鲁昆嵛",315,"鲁昆嵛发电",0,"","1",-640.000000,-131.248682,640.000000,135.528361,0.000000,0.000000,1.000000,1.000000,0.000000
53,"鲁兰陵",316,"鲁兰陵发电",0,"","1",-570.000000,112.548514,570.000000,-109.180311,0.000000,0.000000,1.000000,1.000000,0.000000
69,"鲁琅琊",317,"鲁琅琊发电",0,"","1",-895.000000,108.906433,895.000000,-100.794588,0.000000,0.000000,1.000000,1.000000,0.000000
80,"鲁崂山",318,"鲁崂山发电",0,"","1",-940.000000,-30.744321,940.000000,39.596000,0.000000,0.000000,1.000000,1.000000,0.000000
21,"鲁聊城",319,"鲁聊城发电",0,"","1",-1500.000000,-78.072871,1500.000000,100.674224,0.000000,0.000000,1.000000,1.000000,0.000000
62,"鲁临淄",320,"鲁临淄发电",0,"","1",-870.000000,-113.322465,870.000000,121.037967,0.000000,0.000000,1.000000,1.000000,0.000000
38,"鲁鲁中",321,"鲁鲁中发电",0,"","1",-660.000000,-183.354512,660.000000,188.064194,0.000000,0.000000,1.000000,1.000000,0.000000
72,"鲁栖霞",322,"鲁栖霞发电",0,"","1",-1500.000000,-184.661109,1500.000000,207.592054,0.000000,0.000000,1.000000,1.000000,0.000000
50,"鲁日照",323,"鲁日照发电",0,"","1",-1000.000000,159.257637,1000.000000,-149.035522,0.000000,0.000000,1.000000,1.000000,0.000000
92,"鲁寿光",324,"鲁寿光发电",0,"","1",-600.000000,-259.177757,600.000000,263.471932,0.000000,0.000000,1.000000,1.000000,0.000000
34,"鲁泰山",325,"鲁泰山发电",0,"","1",-700.000000,39.578087,700.000000,-34.666070,0.000000,0.000000,1.000000,1.000000,0.000000
% Hvdc
IBUS,INAME,JBUS,JNAME,ID,PR/MW,QR/MVAR,PI/MW,QI/MVAR,ALPHA/DEG,GAMMA/DEG,VDCR/KV,VDCI/KV,IDC/KA,VACR/PU,VACI/PU,KR/PU,KI/PU
94,"宁银川换",81,"鲁胶东","青银直流负",2000.000000,1034.791489,1919.633958,1025.075305,18.101348,17.912488,687.631095,660.000000,2.908536,0.978005,1.001418,0.850000,0.900000
94,"宁银川换",81,"鲁胶东","青银直流正",2000.000000,1034.511156,1919.633958,1025.176359,18.091670,17.916210,687.631095,660.000000,2.908536,0.978005,1.001418,0.850000,0.900000
201,"蒙扎鲁特",57,"鲁广固特","扎青直流低端",4000.000000,1813.046910,3915.901052,1777.278033,18.290093,18.183081,817.181016,800.000000,4.894876,0.998143,1.004611,0.900000,0.925000
201,"蒙扎鲁特",61,"鲁广固","扎青直流高端",4000.000000,1813.046910,3915.901052,1734.778452,18.290093,17.476587,817.181016,800.000000,4.894876,0.998143,1.000617,0.900000,0.925000
301,"蒙伊克昭",48,"鲁沂南特","昭沂直流低端",4000.000000,1794.968390,3915.212100,1780.139017,18.002244,18.236391,817.324814,800.000000,4.894015,0.998766,1.004911,0.950000,0.925000
301,"蒙伊克昭",55,"鲁沂南","昭沂直流高端",4000.000000,1794.968390,3915.212100,1778.338352,18.002244,18.206847,817.324814,800.000000,4.894015,0.998766,1.004723,0.950000,0.925000
